Site,C14Age,C14SD,LabCode,Material,Culture,Latitude,Longitude,Description,Comments,Reference,FullReference,Exclude,Class
Urucuri Phase,2280,100,Beta-22744,,Jamari (Urucuri),-8.8600,-63.3100,,,Miller 1992,"Miller, Eurico T. 1992. “Arqueologia Nos Empreendimentos Hidrelétricos Da Eletronorte: Resultados Preliminares.” Brasília: Centrais Elétricas do Norte do Brasil S.A.",FALSE,NI
Huapula,2280,115,N-4200,,Upano,-2.0747,-78.0458,"Complex of more than 30 platform mounds (up to 3.5 m high) covering 70 ha. Platforms are arranged in plaza groups and sustained house floors with post holes, ovens, ceramic deposits and pits.",,Porras 1987,"Porras, Pedro I. 1987. Excavaciones Arqueológicas a Las Faldas Del Sangay, Provincia Morona, Santiago. Pontificia. Quito.",FALSE,NI
Huapula,2280,115,N-4202,,Upano,-2.0747,-78.0458,"Complex of more than 30 platform mounds (up to 3.5 m high) covering 70 ha. Platforms are arranged in plaza groups and sustained house floors with post holes, ovens, ceramic deposits and pits.",,Porras 1987,"Porras, Pedro I. 1987. Excavaciones Arqueológicas a Las Faldas Del Sangay, Provincia Morona, Santiago. Pontificia. Quito.",FALSE,NI
Severino Calazans,2275,35,Ua-37265,Charcoal,Quinari,-10.0250,-67.5069,Square enclosure 225 m across.,,Schaan et al. 2012,"Schaan, D, M Parssinen, S Saunaluoma, A Ranzi, M Bueno, and A Barbosa. 2012. “New Radiometric Dates for Precolumbian (2000-700 B.P.) Earthworks in Western Amazonia, Brazil.” Journal of Field Archaeology 37 (2): 132–42.",FALSE,TT
Porto (PA-ST-42),2270,63,WK-6834,,Pocó-Açutuba,-2.4202,-54.7409,"Aldeia and Porto form a single complex, the largest ADE site (16 ha) in the Santarém region. Excavations uncovered domestic floors with hearths and ceramic-filled pits.",,Quinn 2004,"Quinn, Ellen. 2004. “Excavating ‘Tapajó’ Ceramics at Santarém: Their Age and Archaeological Context.” Chicago: University of Illinois at Chicago.",FALSE,SB
Monte Castelo (RO-PN-08),2270,105,SI-6844,,Bacabal,-12.5541,-63.0978,Shell mound over 6 m high with long history of occupation. The mound was constructed of shell layers intercalated with occupation layers of dark earth containing primary burials.,,Miller 2009,"Miller, Eurico Th. 2009. “Pesquisas Arqueológicas No Pantanal Do Guaporé-RO, Brasil: A Seqüência Seriada Da Cerâmica Da Fase Bacabal.” In Arqueologia Interpretativa - O Método Quantitativo Para o Estabelecimento de Sequências Cerâmicas: Estudos de Caso, edited by Betty J Meggers, 103–17. Porto Nacional: UNITINS.",FALSE,BB
Triunfo,2270,30,Beta-488190,Charcoal,Chocolatal,-12.7172,-63.4497,"Extensive ADE site partly surrounded by a 600-m long ditch. A smaller, inner double circular ditch encloses an area with ca. 250 m diameter. Escavations revealed numerous pit features and ceramic deposits.","Ceramics have obvious similarities with Bacabal, Jasiaquiri and related complexes.",Robinson et al. in press,"Robinson, Mark, Carla Jaimes Betancourt, Jonas Gregorio de Souza, Sarah Elliot, Lautaro Hilbert, Daiana Alves, S Yoshi Maezumi. in press. Archaeological investigations around Laguna Versalles in the Bolivian Amazon. Journal of Field Archaeology.",FALSE,BB
Guará I (PA-AL-44),2255,55,SI-7146,Charcoal,Guará,-2.6800,-52.0600,Shell mound.,,Perota 1992,"Perota, Celso. 1992. “Adaptação Agrícola No Baixo Xingu.” In Prehistoria Sudamericana: Nuevas Perspectivas, edited by Betty J Meggers, 211–18. Washington, D. C.: Taraxacum.",FALSE,NI
Cipoal,2250,70,Beta-281110,,Pocó-Açutuba,-1.7764,-56.5039,ADE and ceramic density reveal a circular settlement.,,Guapindaia and Aires da Fonseca 2012,"Guapindaia, Vera L C, and J Aires da Fonseca. 2012. “Relatório de Atividade de Campo Sítio PA-OR-127: Cipoal Do Araticum.” Belém.",FALSE,SB
Pedra Oca,2245,110,GIF-877,,Periperi,-12.8735,-38.4757,"Shell mound with successive occupation strata (dark layers with hearths, ash-filled pits, post holes and ceramics) separated by shell strata. One adult burial was recovered.",,Calderón 1964,"Calderón, Valentin. 1964. O Sambaqui Da Pedra Oca. Salvador: Instituto de Ciências Sociais - UFBA.",FALSE,NI
Alto Paraná 14 (MS-PR-42),2240,40,Gif-11227,,Tupiguarani,-21.5110,-51.9930,,"Not included in Bonomo et al. (2015). The style is not considered specifically Guarani, but the site is nevertheless Tupiguarani.",Kashimoto and Martins 2008,"Kashimoto, Emilia M, and Gilson R Martins. 2008. “A Problemática Arqueológica Da Tradição Cerâmica Tupiguarani No Mato Grosso Do Sul.” In Os Ceramistas Tupiguarani, edited by André Prous and Tania A Lima, 149–78. Belo Horizonte: Sigma.",FALSE,TP
Urucuri Phase,2230,50,Beta-32324,,Jamari (Urucuri),-8.8600,-63.3100,,,Miller 1992,"Miller, Eurico T. 1992. “Arqueologia Nos Empreendimentos Hidrelétricos Da Eletronorte: Resultados Preliminares.” Brasília: Centrais Elétricas do Norte do Brasil S.A.",FALSE,NI
Aviso I (PA-OR-116),2210,50,Beta-190282,,Incised-Punctate (Konduri),-1.7143,-56.4094,A 2 ha site with three areas of ADE.,The date is too early for the Konduri context. May relate to Pocó-Açutuba (Guapindaia 2008).,Guapindaia 2008,"Guapindaia, Vera. 2008. “Além Da Margem Do Rio - a Ocupação Konduri e Pocó Na Região de Porto Trombetas, PA.” São Paulo: University of São Paulo.",TRUE,IP
Morro Grande (RJ00361),2200,70,Gif,,Tupiguarani,-22.7853,-42.3636,"Dark layer of hearths and charcoal with funerary urns buried in pits, accompanied by painted ceramics and surrounded by hearths.","The date is earlier than expected for the region, but comes from a reliable funerary context.",Buarque et al. 2003,"Buarque, Angela, Claudia Rodrigues-Carvalho, and Elizabeth C Silva. 2003. “Programa Funerário Dos Tupinambá Em Araruama, RJ - Sítio Bananeiras.” Revista Do Museu de Arqueologia e Etnologia 13: 39–55.",TRUE,TP
El Quebracho,2200,110,LP-3014,Human bone,Unclassified,-23.3410,-61.8730,,,Lamenza et al. 2015,"Lamenza, Guillermo, Mariano Santini, Horacio Calandra, and Susana Salceda. 2015. “El Chaco Argentino: Registro Arqueológico Regional y Procesos de Interacción.” In En El Corazón de América Del Sur 3: Arqueología de Las Tierras Bajas de Bolivia y Zonas Limítrofes, edited by Sonia Alconini and Carla Jaimes Betancourt, 175–93. Santa Cruz de la Sierra: Universidad Autónoma Gabriel René Moreno.",FALSE,NI
Vinhais Velho,2198,93,LACUFF-RJ-12060,,Mina,-2.5177,-44.2719,Shell mound.,,Bandeira 2012,"Bandeira, Arkley Marques. 2012. “A Cerâmica Mina No Maranhão.” In Cerâmicas Arqueológicas Da Amazônia: Rumo a Uma Nova Síntese, edited by Cristiana Barreto, Helena P Lima, and Carla J Betancourt, 151–61. Belém: IPHAN.",FALSE,HZ
Alcobaça,2184,32,,,Unclassified,-8.5400,-37.1942,"Rock shelter with burials, including primary cremations in pits, accompanied by ceramics, macro-botanical remains and woven fibres.",,Nascimento 2001,"Nascimento, Ana. 2001. “O Sítio Arqueológico Alcobaça: Buíque, Pernambuco – Estudo Das Estruturas Arqueológicas.” PhD Dissertation, Universidade Federal de Pernambuco.",FALSE,PC
Maiobinha (MA-SL-04),2183,93,LACUFF-RJ,Charcoal,Mina,-2.5545,-44.2114,"Shell mound with two primary burials, one adult woman and one infant.",,Bandeira 2012,"Bandeira, Arkley Marques. 2012. “A Cerâmica Mina No Maranhão.” In Cerâmicas Arqueológicas Da Amazônia: Rumo a Uma Nova Síntese, edited by Cristiana Barreto, Helena P Lima, and Carla J Betancourt, 151–61. Belém: IPHAN.",FALSE,HZ
Darci Grazziotin (RS-AN-03),2180,40,Beta-166587,Charcoal,Taquara/Itararé,-28.6734,-50.4241,"Pit house village with 4 structures, including a very large pit with 18 m diameter. Excavations at the large structure uncovered a semi-circle of hearths around central post holes. A smaller structured contained a large central fire pit with a surrounding bench and domestic debris.",This date is considered incorrect by Copé (2006).,Copé 2006,"Copé, Silvia Moehlecke. 2006. “Les Grands Constructeurs Précoloniaux Du Plateau Du Sud Du Brésil: Étude de Paysages Archéologiques à Bom Jesus, Rio Grande Do Sul, Brésil.” Paris: Universite de Paris I.",TRUE,UN
Abrigo Pedra Talhada (GO-NI-176),2180,80,CENA-244,Charcoal,Tupiguarani,-13.9506,-48.2772,Rock shelter.,Pontim (2011) recognises that the dates are much earlier than expected.,Pontim 2011,"Pontim, Rute L. 2011. “A Tradição Tupiguarani Na Bacia Do Alto Tocantins.” São Paulo: University of São Paulo.",TRUE,TP
La Betania,2180,110,IVIC-120,Charcoal,Osoid,8.2000,-70.0833,Mound site.,,Tamers 1965,"Tamers, M. A. 1965. “Instituto Venezolano De Investigaciones Cientificas Natural Radiocarbon Measurements I Instituto Venezolano De Investigaciones Cientificas Natural Radiocarbon Measurements I.” Radiocarbon 7: 54–65.",FALSE,NI
MS-CP-20,2160,60,Beta-91896,,Pantanal,-19.2043,-57.7448,A mound with 30 x 40 m and abundant shell layers.,,Schmitz et al. 2009,Schmitz et al. 2009,FALSE,BB
RS-RG-01,2160,80,SI-1194,,Cerritos,-31.9173,-52.2251,Site with 6 mounds.,,López Mazz 2001,"López Mazz, José M. 2001. “Las Estructuras Tumulares (Cerritos) Del Litoral Atlantico Uruguayo.” Latin American Antiquity 12 (3): 231–55.",FALSE,NI
Pointe Maripa (97310.011),2160,30,UGAMS-4052,,Incised-Punctate (Early Aristé),4.6700,-52.3300,The site is surrounded by a double ditch. Post holes and ceramic deposits were found in the ditch.,,Gassies and Mestre 2012,"Gassies, E., and M. Mestre. 2012. “Pointe Maripa, Roura.” Bilan Scientifique de La Guyane 2008: 27–29.",FALSE,NI
Huapula,2160,80,Beta-89267,,Upano,-2.0747,-78.0458,"Complex of more than 30 platform mounds (up to 3.5 m high) covering 70 ha. Platforms are arranged in plaza groups and sustained house floors with post holes, ovens, ceramic deposits and pits.",,Rostain 1997,"Rostain, Stéphen. 1997. “La Excavación Del Complejo XI de Huapula 1996-1997.” Quito: INPC.",FALSE,NI
Chemin Saint-Louis (97311.121),2150,30,POZ-30947,Charcoal,Unclassified,5.2821,-54.0247,"Thick dark layer with post holes, pits and ceramic deposits.","Ceramics are left unclassified but show adaptation of elements from Saladoid, Pocó and Barrancoid (Van den Bel 2015).",Van den Bel 2015,"Bel, Martijn Van den. 2015. Archaeological Investigations between Cayenne Island and the Maroni River: A Cultural Sequence of Western Coastal French Guiana from 5000 BP to Present. Leiden: Sidestone Press.",FALSE,SB
Bacanga (MA00108),2150,30,Beta-296881,Charcoal,Mina,-2.5785,-44.2818,"Shell mound 6 m high with occupation floors, abundant ceramic debris, hearths and ashes. ADE layer on top.",,Bandeira 2012,"Bandeira, Arkley Marques. 2012. “A Cerâmica Mina No Maranhão.” In Cerâmicas Arqueológicas Da Amazônia: Rumo a Uma Nova Síntese, edited by Cristiana Barreto, Helena P Lima, and Carla J Betancourt, 151–61. Belém: IPHAN.",FALSE,HZ
Huapula,2150,135,N-3873,,Upano,-2.0747,-78.0458,"Complex of more than 30 platform mounds (up to 3.5 m high) covering 70 ha. Platforms are arranged in plaza groups and sustained house floors with post holes, ovens, ceramic deposits and pits.",,Porras 1987,"Porras, Pedro I. 1987. Excavaciones Arqueológicas a Las Faldas Del Sangay, Provincia Morona, Santiago. Pontificia. Quito.",FALSE,NI
Huapula,2150,215,N-4243,,Upano,-2.0747,-78.0458,"Complex of more than 30 platform mounds (up to 3.5 m high) covering 70 ha. Platforms are arranged in plaza groups and sustained house floors with post holes, ovens, ceramic deposits and pits.",SD too large.,Porras 1987,"Porras, Pedro I. 1987. Excavaciones Arqueológicas a Las Faldas Del Sangay, Provincia Morona, Santiago. Pontificia. Quito.",TRUE,NI
Chemin Saint-Louis (97311.121),2145,30,POZ-30943,Charcoal,Unclassified,5.2821,-54.0247,"Thick dark layer with post holes, pits and ceramic deposits.","Ceramics are left unclassified but show adaptation of elements from Saladoid, Pocó and Barrancoid (Van den Bel 2015).",Van den Bel 2015,"Bel, Martijn Van den. 2015. Archaeological Investigations between Cayenne Island and the Maroni River: A Cultural Sequence of Western Coastal French Guiana from 5000 BP to Present. Leiden: Sidestone Press.",FALSE,SB
Mamallacta (BA-7),2140,120,SI-593,Ceramic residue,Cosanga,-0.5000,-77.8333,,,Stuckenrath and Mielke 1973,"Stuckenrath, R, and J Mielke. 1973. “Smithsonian Institution Radiocarbon Measurements VIII.” Radiocarbon 15 (2): 388–424.",FALSE,NI
Escuela Vieja,2140,50,LJ-4873,Charcoal,Unclassified,-1.0000,-74.5000,,,Linick 1984,"Linick, T W. 1984. “La Jolla Natural Radiocarbon Measurements X.” Radiocarbon 26 (1): 75–110.",FALSE,NI
Morro do Avencal 1 (Urubici-01),2130,25,UGAMS-30067,Charcoal,Taquara/Itararé,-28.0278,-49.6124,Rock art panel with engravings depicting geometrical motifs and masks.,It is not clear whether this date is associated with the Taquara/Itararé occupation.,Silva 2018,"Silva, Bruno Labrador Rodrigues. 2018. “Sistema de Assentamento Proto-Jê Meridional No Alto Rio Canoas.” Universidade de São Paulo.",TRUE,UN
PE-94-Cm,2130,400,BaH-1085-A,,Tupiguarani,-8.0387,-34.9973,,SD too large. The date is considered too early by Albuquerque.,Albuquerque 2008,"Albuquerque, Marco. 2008. “Recipientes Cerâmicos de Grupos Tupi, No Nordeste Brasileiro.” In Os Ceramistas Tupiguarani, edited by André Prous and Tania Andrade Lima, 55–78. Belo Horizonte: Sigma.",TRUE,TP
Pedra Chata (AM-IT-30),2130,30,Beta-420231,,Pocó-Açutuba,-3.0803,-58.5742,Deep ADE site with 3 ha area.,Bassi (2016) suggests the earliest ceramics associated with this date are affiliated to the Pocó-Açutuba horizon.,Bassi 2016,"Bassi, Filippo S. 2016. “A Maloca Saracá: Uma Fronteira Cultural No Médio Amazonas Pré-Colonial, Vista Da Perspectiva de Uma Casa.” São Paulo: University of São Paulo.",FALSE,SB
Jamari Phase,2130,140,Beta-22764,,Jamari (Jamari),-8.8600,-63.3100,,,Miller 1992,"Miller, Eurico T. 1992. “Arqueologia Nos Empreendimentos Hidrelétricos Da Eletronorte: Resultados Preliminares.” Brasília: Centrais Elétricas do Norte do Brasil S.A.",FALSE,NI
Boa Vista (PA-OR-63),2120,60,Beta-232423,,Pocó-Açutuba,-1.4614,-56.3995,A 13.5 ha site with two areas of ADE.,,Guapindaia 2008,"Guapindaia, Vera. 2008. “Além Da Margem Do Rio - a Ocupação Konduri e Pocó Na Região de Porto Trombetas, PA.” São Paulo: University of São Paulo.",FALSE,SB
Alcobaça,2111,26,,,Unclassified,-8.5400,-37.1942,"Rock shelter with burials, including primary cremations in pits, accompanied by ceramics, macro-botanical remains and woven fibres.",,Nascimento 2001,"Nascimento, Ana. 2001. “O Sítio Arqueológico Alcobaça: Buíque, Pernambuco – Estudo Das Estruturas Arqueológicas.” PhD Dissertation, Universidade Federal de Pernambuco.",FALSE,PC
Fazenda Atlântica,2110,35,Ua-37253,Charcoal,Quinari,-10.0777,-67.5754,"Two connected ditched enclosures with avenues attached to the largest, square structure (250 m across). The largest enclosure contains small precincts delimited by ditches.",,Saunaluoma and Schaan 2012,"Saunaluoma, Sanna, and Denise Schaan. 2012. “Monumentality in Western Amazonian Formative Societies: Geometric Ditched Enclosures in the Brazilian State of Acre.” Antiqua 2 (1): 1.",FALSE,TT
Nokugu (MT-FX-06),2110,40,Beta-176138,Charcoal,Incised Rim (Ipavu),-12.3560,-53.2217,"Large site with two enclosed plazas, three concentric defensive ditches and four roads. The entire complex is over 1000 m across.",The date is an outlier and could represent earlier materials mixed in the fill.,Heckenberger et al. 2008,"Heckenberger, Michael J, J Christian Russell, Carlos Fausto, Joshua R Toney, Morgan Schmidt, Edithe Pereira, Bruna Franchetto, and Afukaka Kuikuro. 2008. “Pre-Columbian Urbanism, Anthropogenic Landscapes, and the Future of the Amazon.” Science 321 (5893): 1214–17.",TRUE,SB
CH1E01,2110,80,Beta-32190,,Cerritos,-33.7300,-53.5900,"Two dome-shaped mounds, the highest of which is 2.3 m high. Excavations recovered lithic and ceramic debris, extensive burning, hearths and faunal remains.",,López Mazz 2001,"López Mazz, José M. 2001. “Las Estructuras Tumulares (Cerritos) Del Litoral Atlantico Uruguayo.” Latin American Antiquity 12 (3): 231–55.",FALSE,NI
Huapula,2110,70,Beta-100309,,Upano,-2.0747,-78.0458,"Complex of more than 30 platform mounds (up to 3.5 m high) covering 70 ha. Platforms are arranged in plaza groups and sustained house floors with post holes, ovens, ceramic deposits and pits.",,Rostain 1997,"Rostain, Stéphen. 1997. “La Excavación Del Complejo XI de Huapula 1996-1997.” Quito: INPC.",FALSE,NI
Uruá (PA-SA-23),2105,135,SI-1033,Charcoal,Mina,-0.9700,-48.0000,Shell mound.,,Gaspar and Silveira 1999,"Gaspar, Maria Dulce, and M I Silveira. 1999. “Os Pescadores-Coletores-Caçadores Do Litoral Norte Brasileiro.” In Pré-História Da Terra Brasilis, edited by Maria Cristina Tenório, 247–56. Rio de Janeiro: UFRJ.",FALSE,HZ
Boa Vista (PA-OR-63),2100,40,Beta-232424,,Pocó-Açutuba,-1.4614,-56.3995,A 13.5 ha site with two areas of ADE.,,Guapindaia 2008,"Guapindaia, Vera. 2008. “Além Da Margem Do Rio - a Ocupação Konduri e Pocó Na Região de Porto Trombetas, PA.” São Paulo: University of São Paulo.",FALSE,SB
Chemin Saint-Louis (97311.121),2100,30,POZ-36924,Charcoal,Unclassified,5.2821,-54.0247,"Thick dark layer with post holes, pits and ceramic deposits.","Ceramics are left unclassified but show adaptation of elements from Saladoid, Pocó and Barrancoid (Van den Bel 2015).",Van den Bel 2015,"Bel, Martijn Van den. 2015. Archaeological Investigations between Cayenne Island and the Maroni River: A Cultural Sequence of Western Coastal French Guiana from 5000 BP to Present. Leiden: Sidestone Press.",FALSE,SB
Posto Diauarum (MT-AX-01),2095,65,SI-717,Charcoal,Incised Rim (Diauarum),-12.1942,-53.3782,,This date is considered too early for the ceramic complex. Originally classified as Incised-Punctate. Reassigned to Incised Rim/Barrancoid (Heckenberger 2005).,Simões 1972,"Simões, Mário F. 1972. “Indice Das Fases Arqueológicas Brasileiras 1950-1971.” Publicaçoes Avulsas Do Museu Paraense Emilio Goeldi 18.",TRUE,SB
Terra Preta 1,2090,50,,,Pocó-Açutuba,-2.1671,-56.0993,Large ADE site. Terra Preta 1 and Terra Preta 2 together extend over 50 ha.,"The early material is mixed with Pocó-Açutuba, which is consistent with the dates (Panachuk 2012).",Panachuk 2012,"Panachuk, Lílian. 2012. “Cerâmicas Pocó e Konduri No Baixo Amazonas.” In Cerâmicas Arqueológicas Da Amazônia: Rumo a Uma Nova Síntese, edited by Cristiana Barreto, Helena P Lima, and Carla J Betancourt, 289–97. Brasília: IPHAN/Ministério da Cultura.",FALSE,SB
Toca do Gongo I (PI01987),2090,110,GIF-3223,Charcoal,Unclassified,-8.6533,-42.5305,"Rock shelter with six burials, including three primary inhumations and two urns associated with hearths.",,Paiva 2011,"Paiva, Beatriz C. 2011. “Tecnologia Lítica Dos Grupos Ceramistas Da Área Arqueológica de São Raimundo Nonato - PI : Um Estudo de Caso Aplicado Ao Sítio Canabrava.” Recife: Universidade Federal de Pernambuco.",FALSE,PC
Maiobinha (MA-SL-04),2090,80,SI-4065,Charcoal,Mina,-2.5545,-44.2114,"Shell mound with two primary burials, one adult woman and one infant.",,Bandeira 2012,"Bandeira, Arkley Marques. 2012. “A Cerâmica Mina No Maranhão.” In Cerâmicas Arqueológicas Da Amazônia: Rumo a Uma Nova Síntese, edited by Cristiana Barreto, Helena P Lima, and Carla J Betancourt, 151–61. Belém: IPHAN.",FALSE,HZ
CH2D01,2090,90,KR-109,,Cerritos,-33.7100,-53.5700,"Two mounds with 35 m diameter and heights between 1.2 and 1.4 m. The central part of one mound contained primary, secondary and multiple burials. Extensive off-mound lithic and ceramic refuse covered 2 ha.",,López Mazz 2001,"López Mazz, José M. 2001. “Las Estructuras Tumulares (Cerritos) Del Litoral Atlantico Uruguayo.” Latin American Antiquity 12 (3): 231–55.",FALSE,NI
Kurupukari,2080,70,Beta-76246,,Saladoid,4.3298,-58.4597,,,Williams 2003,"Williams, D. 2003. Prehistoric Guiana. Kingston: Ian Randle Publishers.",FALSE,SB
Los Indios,2080,110,URU-242,,Cerritos,-33.9400,-53.7100,"Four mounds, including a funerary mound with 13 burials.",,López Mazz 2001,"López Mazz, José M. 2001. “Las Estructuras Tumulares (Cerritos) Del Litoral Atlantico Uruguayo.” Latin American Antiquity 12 (3): 231–55.",FALSE,NI
Vista Alegre I,2080,30,Beta-294098,,Pre-Barrancoid,-8.8647,-64.0274,Large site over 1.5 km across with hearths and potential post holes.,Zuse (2014) leaves this early ceramic complex unaffiliated.,Zuse 2014,"Zuse, Silvana. 2014. “Variabilidade Cerâmica e Diversidade Cultural No Alto Rio Madeira, Rondônia.” São Paulo: University of São Paulo.",FALSE,NI
Pointe Balaté (97311.120),2075,30,POZ-35843,,Unclassified,5.4940,-54.0300,The site contained a primary burial. The ceramics include Barbakoeba and Koriabo elements.,"Corresponds to early levels of Chemin Saint-Louis, but ceramics are left unclassified.",Briand 2015,"Briand, J. 2015. “La Pointe de Balaté, Saint-Laurent Du Maroni: Rapport de Fouille.”",FALSE,NI
Bacanga (MA00108),2070,200,CNEN-RJ-10,Marine shell,Mina,-2.5785,-44.2818,"Shell mound 6 m high with occupation floors, abundant ceramic debris, hearths and ashes. ADE layer on top.",,Bandeira 2012,"Bandeira, Arkley Marques. 2012. “A Cerâmica Mina No Maranhão.” In Cerâmicas Arqueológicas Da Amazônia: Rumo a Uma Nova Síntese, edited by Cristiana Barreto, Helena P Lima, and Carla J Betancourt, 151–61. Belém: IPHAN.",FALSE,HZ
Carbet Mitan (97314.040),2070,45,OBDY-653,Charcoal,Incised-Punctate (Early Aristé),4.2200,-51.7200,,,Rostain 1994,"Rostain, Stéphen. 1994. L’occupation Amérindienne Ancienne Du Littoral de Guyane. Paris: ORSTOM Éditions.",FALSE,NI
Jamari Phase,2070,70,Beta-22741,,Jamari (Jamari),-8.8600,-63.3100,,,Miller 1992,"Miller, Eurico T. 1992. “Arqueologia Nos Empreendimentos Hidrelétricos Da Eletronorte: Resultados Preliminares.” Brasília: Centrais Elétricas do Norte do Brasil S.A.",FALSE,NI
Huapula,2070,80,N-3871,,Upano,-2.0747,-78.0458,"Complex of more than 30 platform mounds (up to 3.5 m high) covering 70 ha. Platforms are arranged in plaza groups and sustained house floors with post holes, ovens, ceramic deposits and pits.",,Porras 1987,"Porras, Pedro I. 1987. Excavaciones Arqueológicas a Las Faldas Del Sangay, Provincia Morona, Santiago. Pontificia. Quito.",FALSE,NI
Monte Castelo (RO-PN-08),2060,60,Beta-106286,,Bacabal,-12.5541,-63.0978,Shell mound over 6 m high with long history of occupation. The mound was constructed of shell layers intercalated with occupation layers of dark earth containing primary burials.,,Miller 2009,"Miller, Eurico Th. 2009. “Pesquisas Arqueológicas No Pantanal Do Guaporé-RO, Brasil: A Seqüência Seriada Da Cerâmica Da Fase Bacabal.” In Arqueologia Interpretativa - O Método Quantitativo Para o Estabelecimento de Sequências Cerâmicas: Estudos de Caso, edited by Betty J Meggers, 103–17. Porto Nacional: UNITINS.",FALSE,BB
Mont Grand Matoury (97307.008),2055,45,LY-7784,,Incised-Punctate (Early Aristé),4.8500,-52.3500,,,Grouard et al. 1997,"Grouard, S., J. Briand, N. Fedoroff, M. Jarry, and C. Tardy. 1997. “Un Site d’habitat de Hauteur Amérindien Précolombien Sur l’Ile de Cayenne. Mont GrandMatoury, 97307.008 (Guyane Française).” DFS de fouille préventive AFAN/ SRA.",FALSE,NI
Severino Calazans,2050,35,Ua-37264,Charcoal,Quinari,-10.0250,-67.5069,Square enclosure 225 m across.,,Schaan et al. 2012,"Schaan, D, M Parssinen, S Saunaluoma, A Ranzi, M Bueno, and A Barbosa. 2012. “New Radiometric Dates for Precolumbian (2000-700 B.P.) Earthworks in Western Amazonia, Brazil.” Journal of Field Archaeology 37 (2): 132–42.",FALSE,TT
Bom Sucesso,2050,150,,,Pocó-Açutuba (Itacoatiara),-3.1200,-59.4300,,"In spite of original affiliaton with Incised-Punctate, Itacoatiara ceramics are clearly Barrancoid.",Hilbert 1968,"Hilbert, Peter P. 1968. Archäologische Untersuchung Am Mittleren Amazonas: Beitrage Zur Vorgschichte Des Sudamerikas Tieflandes. Berlin: Reimer.",FALSE,SB
Arroyo Aguilar,2050,60,LP-512,Human bone,Goya-Malabrigo,-29.2447,-59.6096,Contained burials accompanied by ceramics.,,Echegoy 1994,"Echegoy, C. 1994. Los Fechados C14 de Arroyo Aguilar. Reconquista: Museo Municipal de Arqueología y Paleontología de Reconquista.",FALSE,GM
Tumichucua,2045,65,Ua-24932,Charcoal,Tumichucua,-11.1333,-66.1500,Earthwork complex with a large circular ditch (775 m diameter) connected to two smaller ditches. A circle of mounds inside another ditch has also been recorded.,,Saunaluoma 2010,"Saunaluoma, Sanna. 2010. “Pre-Columbian Earthworks in the Riberalta Region of the Bolivian Amazon.” Amazônica-Revista de Antropologia 2 (1).",FALSE,TT
Terra Preta 1,2040,40,,,Pocó-Açutuba,-2.1671,-56.0993,Large ADE site. Terra Preta 1 and Terra Preta 2 together extend over 50 ha.,"The early material is mixed with Pocó-Açutuba, which is consistent with the dates (Panachuk 2012).",Panachuk 2012,"Panachuk, Lílian. 2012. “Cerâmicas Pocó e Konduri No Baixo Amazonas.” In Cerâmicas Arqueológicas Da Amazônia: Rumo a Uma Nova Síntese, edited by Cristiana Barreto, Helena P Lima, and Carla J Betancourt, 289–97. Brasília: IPHAN/Ministério da Cultura.",FALSE,SB
Aldeia (PA01037),2040,40,Beta-248485,,Hachured-Zoned,-2.4204,-54.7154,"Aldeia and Porto form a single complex, the largest ADE site (16 ha) in the Santarém region. Excavations uncovered domestic floors with hearths and ceramic-filled pits.",,Gomes 2011,"Gomes, Denise C. 2011. “Cronologia e Conexões Culturais Na Amazônia: As Sociedades Formativas Na Região de Santarém, PA.” Revista de Antropologia 54: 268–314.",FALSE,HZ
"Wayabo, Site 9",2035,35,POZ-30852,,Unclassified,5.1600,-52.6500,,,Briand 2011,"Briand, J. 2011. “Wayabo, Kourou, Guyane.” Cayenne: INRAP.",FALSE,NI
Paço do Lumiar (MA-SL-08),2030,30,Beta,,Mina,-2.4936,-44.1108,Shell mound.,,Bandeira 2012,"Bandeira, Arkley Marques. 2012. “A Cerâmica Mina No Maranhão.” In Cerâmicas Arqueológicas Da Amazônia: Rumo a Uma Nova Síntese, edited by Cristiana Barreto, Helena P Lima, and Carla J Betancourt, 151–61. Belém: IPHAN.",FALSE,HZ
Necuima,2030,70,IVIC-417,,Necuima,7.8167,-62.9833,,,Tamers 1969,"Tamers, M. A. 1969. “Instituto Venezolano de Investigaciones Científicas Natural Radiocarbon Measurements IV.” Radiocarbon 11 (2): 396–422.",FALSE,NI
Chã do Caboclo (Bj-10),2025,95,MC-1026,Charcoal,Pedra do Caboclo,-7.7417,-35.5528,"The site has a long history of occupation, since the early Holocene.",,Rapaire and Hughes 1977,"Rapaire, J. L., and G. Hughes. 1977. “Monaco Radiocarbon Measurements V.” Radiocarbon 19 (1): 49–61.",FALSE,PC
Teso dos Bichos (PA-JO-21),2020,280,SI-202,,Marajoara,-0.8789,-48.9461,"A mound with 2 ha, containing numerous stoves, trash middens, ash layers and features such as adobe and post holes, corresponding to house floors (at least 20 dwellings).","The date is abnormally early, although it is considered acceptable within the error range. However, error is too large.",Meggers and Danon 1988,"Meggers, Betty J, and Jacques Danon. 1988. “Identification and Implications of A Hiatus in the Archeological Sequence on Maraj&#xf3; Island, Brazil.” Journal of the Washington Academy of Sciences 78 (3): 245–53.",TRUE,PL
